,County,percent_food_desert,pop2010_in_des,num_tracts,n_food_des,n_urban,n_rural,urban_des,rural_des,Rural,Urban,LILATracts_1And10,high_food_des_prev,cnty_obesity_pct,cnty_obesity_pct_adj,cnty_dm_pct,cnty_dm_pct_adj,cnty_inactive_pct,cnty_inactive_pct_adj,POP2010,OHU2010,NUMGQTRS,HUNVFlag,Adolescent_births,ABR,p_hs_edatt,PC_PHYS_R,DENTIST_R,PSYCH_R,PCT_HSPNC,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_AMIND_ESK,PCT_ISLANDER,PCT_MULTI,PCT_OTHER,PCT_65OVER,PCT_18_64,PCT_UNDR18,PCT_UNDER5,des_percent,unemployment_rate,n_hospitals,mort_30_ami,mort_30_cabg,mort_30_copd,mort_30_hf,mort_30_pn,mort_30_stk,readm_30_ami,readm_30_cabg,readm_30_copd,readm_30_hf,readm_30_hip_knee,readm_30_hosp_wide,readm_30_pn,readm_30_stk,Amebiasis,Anaplasmosis and Ehrlichiosis,Babesiosis,"Botulism, Foodborne","Botulism, Other","Botulism, Wound",Brucellosis,Campylobacteriosis,Chlamydia,Cholera,Ciguatera Fish Poisoning,Coccidioidomycosis,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Cryptosporidiosis,Cysticercosis or Taeniasis,Dengue,Diphtheria,E. coli O157,E. coli Other STEC (non-O157),Early Syphilis,Giardiasis,Gonorrhea,HIV,Hantavirus Infection,Hemolytic Uremic Syndrome,Influenza Death (<65 years of age),Invasive Meningococcal Disease,Legionellosis,Leprosy,Leptospirosis,Listeriosis,Lyme Disease,Malaria,Measles,Mumps,Paralytic Shellfish Poisoning,Pertussis,"Plague, human",Psittacosis,Q Fever,"Rabies, human",Relapsing Fever,Rubella,Salmonellosis,Scombroid Fish Poisoning,Shiga Toxin Positive Feces (without culture confirmation),Shigellosis,Spotted Fever Rickettsiosis,Staphylococcus aureus Infection (cases resulting in death or ICU),Streptococcal Infection (cases in food and dairy workers),Tetanus,Toxic Shock Syndrome (Non-Streptococcal),Trichinosis,Tuberculosis,Tularemia,"Typhoid Fever, case",Typhus Fever,Varicella Hospitalizations,Vibrio Infection (non-Cholera),Yersiniosis,Cnty_Fips,opiods_rx_1000
47,Solano,0.0559098474878,23110.0,96.0,7.0,89.0,7.0,7.0,0.0,0.0729166666667,0.927083333333,0.0729166666667,0.0,27.1,26.7,10.4,9.8,20.6,20.4,413344,141758,12452.0,10,1042.0,19.1666666667,85.9,1363.385,1551.835,6620.29,23.5583333333,64.7766666667,12.5516666667,14.385,2.35666666667,1.30166666667,6.24333333333,11.625,13.5316666667,61.6416666667,24.8266666667,6.36333333333,0.0729166666667,9.07159763314,56.0,14.35,3.1,7.2,11.6333333333,11.65,14.6,17.0,14.6,20.7,22.5333333333,5.45,15.025,17.75,12.5,0.242,0.0,0.0,0.242,0.0,0.0,0.0,14.524,503.251,0.0,0.0,2.421,0.0,0.726,0.0,0.242,0.0,0.968,0.0,3.147,4.599,105.782,7.504,0.0,0.242,0.242,0.484,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.683,0.0,0.0,0.0,0.0,0.0,0.0,10.409,0.0,0.0,1.452,0.0,0.242,0.0,0.0,0.0,0.0,4.841,0.0,0.0,0.0,0.0,0.0,0.0,95,858.0
48,Sonoma,0.101616523173,49170.0,99.0,7.0,77.0,22.0,7.0,0.0,0.222222222222,0.777777777778,0.0707070707071,0.0,22.5,22.1,6.6,5.9,13.7,13.4,483878,185825,10043.0,15,912.0,16.0222222222,86.4,3668.28222222,2715.57444444,9794.70777778,21.5888888889,85.9366666667,1.32666666667,3.36,2.15888888889,0.46,2.63777777778,9.60222222222,14.7677777778,63.7444444444,21.4888888889,5.43555555556,0.0707070707071,7.35879120879,84.0,13.7666666667,2.95,8.78,12.48,12.78,15.24,15.4333333333,13.8,19.14,19.62,4.08,14.0833333333,16.02,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.031,243.787,0.0,0.0,0.207,0.62,1.033,0.0,0.413,0.0,1.24,0.207,2.892,5.165,20.04,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.207,1.033,0.0,0.0,0.0,0.0,50.823,0.0,0.0,0.413,0.0,0.0,0.0,13.016,0.207,0.413,2.686,0.0,2.273,0.0,0.0,0.0,0.0,1.859,0.0,0.0,0.0,0.62,0.62,0.0,97,915.2
49,Stanislaus,0.120370568351,61925.0,94.0,12.0,82.0,12.0,12.0,0.0,0.127659574468,0.872340425532,0.127659574468,0.0,30.8,30.5,8.3,8.1,20.5,20.4,514453,165180,6305.0,22,2157.0,34.4,75.1,1496.31555556,6917.54555556,13225.9144444,42.3422222222,79.1133333333,3.22222222222,5.61555555556,2.11666666667,0.864444444444,3.72555555556,13.0122222222,10.1977777778,60.2822222222,29.52,7.96222222222,0.127659574468,13.1335294118,70.0,13.4333333333,2.93333333333,9.025,12.1,12.2,15.5666666667,16.7,14.5,21.4,22.975,5.12,15.06,17.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.145,362.201,0.0,0.0,9.899,0.0,0.194,0.388,0.0,0.0,1.359,0.0,7.182,4.27,32.416,5.823,0.0,0.0,0.0,0.0,0.582,0.0,0.0,0.0,0.0,0.388,0.0,0.194,0.0,30.863,0.0,0.0,0.388,0.0,0.0,0.0,22.322,0.0,0.388,1.941,0.0,0.582,0.0,0.0,0.0,0.0,3.106,0.0,0.388,0.0,0.0,0.388,0.0,99,1064.76
50,Sutter,0.259771789269,24610.0,21.0,5.0,16.0,5.0,4.0,1.0,0.238095238095,0.761904761905,0.238095238095,0.0,25.9,25.7,8.4,7.9,20.8,20.5,94737,31437,1060.0,4,301.0,25.8,77.9,426.343333333,2106.16333333,2066.12666667,28.9633333333,74.3766666667,1.60333333333,11.1233333333,3.93666666667,0.896666666667,5.35333333333,13.76,13.51,59.4833333333,27.0066666667,7.01333333333,0.238095238095,13.087037037,14.0,,,,,,,,,,,5.3,15.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.453,251.466,0.0,0.0,1.057,0.0,2.113,0.0,0.0,0.0,2.113,0.0,2.113,1.057,31.697,7.396,0.0,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283,0.0,0.0,0.0,0.0,0.0,0.0,9.509,0.0,0.0,3.17,0.0,0.0,1.057,0.0,0.0,1.057,3.17,0.0,1.057,0.0,0.0,0.0,0.0,101,1009.14
51,Tehama,0.46921828467,29778.0,11.0,5.0,4.0,7.0,3.0,2.0,0.636363636364,0.363636363636,0.454545454545,1.0,26.0,25.9,8.9,7.6,16.9,16.0,63463,23767,842.0,3,247.0,34.025,81.6,1426.52,1893.385,0.0,17.795,87.59,1.6925,1.435,4.425,0.1875,4.2425,8.9975,17.88,58.175,23.9475,6.415,0.454545454545,10.9485714286,14.0,,,8.8,13.4,11.6,13.8,,,18.6,18.8,4.3,15.0,16.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.877,263.092,0.0,0.0,0.0,0.0,1.575,0.0,0.0,0.0,3.151,0.0,0.0,3.151,4.726,3.151,0.0,1.575,0.0,6.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.754,0.0,0.0,0.0,0.0,0.0,0.0,17.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,1452.9
52,Trinity,0.236181633541,3256.0,5.0,2.0,0.0,5.0,0.0,2.0,1.0,0.0,0.4,1.0,25.1,24.6,9.5,7.2,21.0,19.3,13786,6083,385.0,0,27.0,29.45,81.668627451,482.0625,1636.375,0.0,5.4675,93.8825,0.5175,1.7075,8.5625,1.3775,6.615,1.195,18.3375,64.1175,17.545,3.53,0.4,15.1642857143,14.0,,,,11.5,10.8,,,,,21.7,,15.9,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.297,0.0,0.0,7.297,7.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,1419.62
53,Tulare,0.164392700694,72691.0,78.0,14.0,59.0,19.0,12.0,2.0,0.24358974359,0.75641025641,0.179487179487,0.0,29.5,29.3,7.4,7.6,21.6,21.8,442179,130352,4772.0,18,3007.0,48.9666666667,67.3,2632.07333333,3605.89,15290.8744444,57.2611111111,80.2166666667,1.23444444444,3.10222222222,3.71222222222,0.235555555556,3.01777777778,14.6588888889,11.5444444444,57.9611111111,30.4955555556,8.74333333333,0.179487179487,13.1441176471,42.0,15.1,2.6,10.0666666667,13.9,15.9,17.9333333333,17.1,13.8,21.1333333333,21.9333333333,4.35,15.2666666667,14.9,13.2,0.451,0.0,0.0,0.0,0.0,0.0,0.226,30.242,357.041,0.0,0.0,43.784,0.0,0.903,0.226,0.451,0.0,1.354,0.0,4.062,2.483,20.312,4.965,0.0,0.0,0.226,0.226,0.0,0.0,0.0,0.0,0.226,0.451,0.0,0.0,0.0,51.909,0.0,0.0,0.0,0.0,0.0,0.0,13.993,0.0,0.677,1.58,0.0,0.677,0.0,0.0,0.0,0.0,5.868,0.0,0.0,0.0,0.0,0.0,0.451,107,717.46
54,Tuolumne,0.0,0.0,11.0,0.0,4.0,7.0,0.0,0.0,0.636363636364,0.363636363636,0.0,0.0,22.7,22.6,7.9,6.2,19.3,17.9,55365,22156,4482.0,2,65.0,15.95,88.3,981.29,1307.6525,11554.0,13.155,86.155,5.34,1.81,3.47,0.3975,4.415,7.55,19.9925,65.33,14.6725,3.53,0.0,10.8777777778,14.0,15.4,,9.3,11.7,10.2,15.9,16.6,,18.4,18.5,4.5,14.8,15.8,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,188.59,0.0,0.0,1.813,0.0,0.0,0.0,0.0,0.0,1.813,0.0,0.0,0.0,7.253,3.627,0.0,0.0,0.0,0.0,1.813,0.0,0.0,0.0,0.0,0.0,0.0,1.813,0.0,58.028,0.0,0.0,0.0,0.0,0.0,0.0,1.813,0.0,0.0,0.0,0.0,9.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,1450.74
55,Ventura,0.0827529581523,68132.0,174.0,14.0,153.0,21.0,13.0,1.0,0.120689655172,0.879310344828,0.0804597701149,0.0,21.9,21.6,7.1,6.7,17.0,16.8,823318,266920,10600.0,10,2493.0,23.4444444444,82.3,2459.73555556,2014.43555556,30620.74,37.1855555556,73.48,2.23,7.35444444444,2.17666666667,0.323333333333,3.73888888889,18.3711111111,11.71,62.4566666667,25.8322222222,6.75555555556,0.0804597701149,7.50452961672,98.0,13.1833333333,3.06666666667,7.87142857143,11.35,11.1571428571,14.4,16.62,14.5666666667,20.2285714286,20.7166666667,4.8,14.5714285714,16.7142857143,12.2833333333,0.121,0.0,0.0,0.0,0.0,0.242,0.0,14.181,276.222,0.0,0.0,7.636,0.0,0.242,0.242,0.0,0.0,0.364,0.364,3.394,4.969,20.605,4.727,0.0,0.364,0.0,0.485,0.606,0.0,0.0,0.0,0.242,0.121,0.0,0.364,0.0,45.088,0.0,0.0,0.0,0.0,0.0,0.0,14.544,0.0,0.848,1.576,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.121,0.121,111,606.62
56,Yolo,0.0294848368675,5922.0,41.0,1.0,37.0,4.0,1.0,0.0,0.0975609756098,0.90243902439,0.0243902439024,0.0,22.9,22.9,7.0,7.5,15.0,15.2,200849,70872,6709.0,7,471.0,22.6666666667,83.8,1728.45333333,1270.06666667,5293.82666667,37.2416666667,72.655,2.75,9.62333333333,2.135,0.645,4.36166666667,16.925,10.2166666667,64.82,24.9633333333,6.97166666667,0.0243902439024,9.44897959184,28.0,15.5,,9.85,13.75,13.75,16.15,,,20.25,21.95,4.9,15.3,17.15,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.49,22.848,287.094,0.0,0.0,1.987,0.0,2.484,0.0,0.0,0.0,0.497,0.0,0.993,1.987,26.822,2.98,0.0,0.0,0.0,0.0,0.0,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.444,0.0,0.0,0.993,0.0,0.0,0.0,9.934,0.0,0.993,1.49,0.0,0.0,0.0,0.0,0.0,0.0,3.974,0.497,0.0,0.0,0.0,0.0,0.497,113,635.58
57,Yuba,0.265331577853,19145.0,14.0,4.0,8.0,6.0,4.0,0.0,0.428571428571,0.571428571429,0.285714285714,1.0,30.5,30.2,7.7,7.7,22.4,22.4,72155,24307,1171.0,3,328.0,30.6666666667,76.5,1538.0,4935.55666667,0.0,20.3966666667,83.0966666667,2.77666666667,7.16,6.79333333333,0.62,8.13,9.98,13.47,60.5066666667,26.0266666667,7.05666666667,0.285714285714,14.6025,14.0,15.2,2.9,8.8,11.7,10.7,15.7,18.9,15.6,21.0,23.1,5.2,15.3,17.6,12.2,2.765,0.0,0.0,0.0,0.0,0.0,0.0,12.442,272.34,0.0,0.0,0.0,0.0,0.0,0.0,1.382,0.0,1.382,0.0,2.765,4.147,19.354,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.382,0.0,0.0,0.0,4.147,0.0,0.0,0.0,0.0,0.0,0.0,20.737,0.0,0.0,1.382,0.0,0.0,0.0,0.0,0.0,0.0,1.382,0.0,0.0,0.0,0.0,0.0,0.0,115,1181.44
